capture,lat_ms,profile,order_usd,cap_usd,ts,side,px,notional,fee,flow_entry,spread_entry_bp,inventory_after_qty
gala_oos,240,symmetric,100.0,100.0,1787023722500,sell,0.001393,100.0,0.02,-0.5172377953601965,7.181328545780365,-71583.64042752844
gala_oos,240,symmetric,100.0,100.0,1787023726500,buy,0.001392,100.00000000000001,0.020000000000000004,-0.9999999999999707,7.181328545780365,255.44003224167682
gala_oos,240,symmetric,100.0,100.0,1787023728250,sell,0.001392,100.00000000000001,0.020000000000000004,-0.28094925347730126,7.186489399927531,-71583.64042752844
gala_oos,240,symmetric,100.0,100.0,1787023739000,buy,0.001384,100.0,0.02,0.8493448633547342,7.222824124231968,670.6948325871635
gala_oos,240,symmetric,100.0,100.0,1787023743250,buy,0.00139,100.0,0.02,0.21877159305623692,7.191657677095526,72613.14087575264
gala_oos,240,symmetric,100.0,100.0,1787023744750,sell,0.001392,100.00000000000001,0.020000000000000004,-0.8712788224769711,7.186489399927531,774.0604159825161
gala_oos,240,symmetric,100.0,100.0,1787023748000,buy,0.001393,100.0,0.02,0.6785396136415016,7.17617509867336,72561.56938942114
gala_oos,240,symmetric,100.0,100.0,1787023752000,sell,0.001393,100.0,0.02,-0.12975490657224423,7.181328545780365,774.0604159825161
gala_oos,240,symmetric,100.0,100.0,1787023755750,sell,0.001385,100.0,0.02,-0.3390094439009811,7.222824124231968,-71428.10564899944
gala_oos,240,symmetric,100.0,100.0,1787023770000,buy,0.001383,100.0,0.02,-0.9886770488690161,7.228044813878806,878.4742497713596
gala_oos,240,symmetric,100.0,100.0,1787023775500,sell,0.001382,100.0,0.02,-0.1308637305354636,7.238508867172754,-71480.42589494644
gala_oos,240,symmetric,100.0,100.0,1787023780750,buy,0.001381,100.0,0.02,0.9142421675286353,7.238508867172754,930.8702672548534
gala_oos,240,symmetric,100.0,100.0,1787023800250,buy,0.001383,100.0,0.02,-0.04553863099544698,7.228044813878806,73237.45016602565
gala_oos,240,symmetric,100.0,100.0,1787023809000,sell,0.001383,100.0,0.02,-0.8767425933269404,7.233273056057258,930.8702672548534
gala_oos,240,symmetric,100.0,100.0,1787023822500,buy,0.001383,100.0,0.02,-0.9483391668694127,7.228044813878806,73237.45016602565
gala_oos,240,symmetric,100.0,100.0,1787023825250,sell,0.001385,100.0,0.02,-0.1251631862551429,7.222824124231968,1035.2841010436969
